,대상자번호,업종코드,대상자명,대상자코드
2371618,6000157307,45120,씨앤엠스틸(주),100
2371654,6000176276,33999,명진산업,100
2371666,6000173177,24121,항진철강(주),100
2371788,6000157766,46611,(주)아이티에스피,100
2371805,6000174271,14199,(주)영산에프엔지,100
2371915,6000162038,10712,대하한과,100
2371985,6000019102,46311,주식회사 팜피아,100
2371992,6000074728,29269,(주)김앤비나글리아,100
2372010,6000023634,59111,(주)모조 디지웍스,100
2372034,6000082190,13221,(주)광성커머스,100
2372053,6000020108,46799,(주)코헥스,100
2372150,6000101227,26410,(주)버텍스와이어리스,100
2372174,3100117101,27112,주식회사엠디코리아,100
2372184,3100116206,22211,(주)동진피에스피,100
2372192,3100116223,28909,(주) 삼전,100
2372197,3100116523,29221,(주)화인에이티씨,100
2372200,3100116526,13999,(주)오광트레이딩,100
2372273,3100117025,25911,알루스창호시스템(주),100
2372277,3100116500,13229,(주)브라이언스 아일랜드,100
2372278,3100116501,29119,(주)삼강티에스엠,100
2372282,3100116416,26310,(주)피씨뱅크이십일,100
2372294,3100117298,30310,맥스테크(주),100
2372301,3100117080,33999,에이테크산업,100
2372315,3100116503,27191,(주)에스.피.엠,100
2372342,3100116566,10712,자연인삼,100
2372361,6000149543,45120,(주)카테크,100
2372383,6000112215,27112,(주)케이와이메디케어,100
2372487,6000150976,33910,에스앤에이치엔터프라이즈,100
2372495,6000151277,47311,주식회사 지영씨앤씨,100
2372503,6000151762,46800,주식회사 신아랜드,100
2372567,6000141989,28410,삼성엘이디(주),100
2372634,6000124240,24211,(주)알케이메탈,100
2372649,6000123715,16101,(주)경동목재,100
2372670,6000144785,29299,(주)성아아이엠,100
2372691,6000112787,22250,제이테크놀로지,100
2372801,6000165774,46411,비제이코리아,100
2372870,6000158301,46510,세우산업,100
2372877,6000163771,13221,비케이투티엘에스(주),100
2372937,6000175013,13999,진연코리아,100
2372948,6000152665,46311,은빛수산,100
2372958,6000153319,46799,코엠비,100
2372969,6000153742,13221,(주)지비텍스월드,100
2372971,6000153803,26120,주식회사 엠아이비전,100
2373025,6000152662,26511,아이유,100
2373033,6000154864,13310,(주)진솔트레이딩,100
2373080,6000168957,46105,담우리유기농영농조합법인,100
2373087,6000174273,45211,(주)한길부품,100
2373096,6000157750,13221,주식회사광명컴퍼니,100
2373150,6000162243,46800,(주)오케이월드,100
2373218,6000160282,14191,에이치앤에프 인터내셔널,100
2373292,6000150644,38301,(주)고려리사이클,100
2373602,3100117148,29299,(주)토탈마린솔루션(TMS),100
2373615,3100117779,26120,캠존,100
2373616,3100117780,13999,성진물산,100
2373658,3100116587,29271,(주)멕스코리아아이엔씨,100
2373663,3100118326,30201,유니월드이엔지,100
2373668,3100116225,26120,(주)한국킹유전자,100
2373681,3100117168,13221,(주)삼현텍스피아,100
2373683,3100117170,24211,진한금속주식회사,100
2373686,3100117796,33999,불루세라믹(주),100
2373697,3100116538,13229,주식회사 대영섬유,100
2373708,3100116549,22250,(주)한국화성,100
2373713,3100117084,26299,주식회사키플런스,100
2373715,3100117086,13221,세기섬유,100
2373726,3100117131,13221,주식회사 준텍스,100
2373751,3100117821,96999,비젼아이트,100
2373813,6000112213,13999,(주)비엠에스무역,100
2373836,6000119297,28909,(주)대신하이시스,100
2373841,6000128202,14199,(주)아키아상사,100
2373931,6000150320,20301,(주)삼일이노콤,100
2373950,6000120241,46451,아이진 엔터프라이즈,100
2374013,6000141307,38301,주식회사 오성에프엔씨,100
2374022,6000140351,13213,엘에스아이(주),100
2374024,6000136239,28111,대우발전파워(주),100
2374181,6000148776,29299,(주)석원,100
2374205,6000167954,27310,하나코리아옵틱,100
2374209,6000170342,46800,주식회사 대신무역,100
2374219,6000164231,15129,(주)에스제이리소스,100
2374255,6000162781,25991,(주)신당오피아이,100
2374331,6000182397,13310,GN 테크,100
2374407,6000176267,22211,YOU HAN TRADING,100
2374523,6000152883,26410,(주)유경테크놀로지스,100
2374532,6000160702,29299,(주)동해씨엔텍,100
2374561,6000157309,27112,비손메디칼(주),100
2374652,6000169046,46411,(주)비손코리아,100
2374731,6000172603,46510,에이치티아이코퍼레이션,100
2374752,6000185610,26299,(주)매트릭스,100
2374788,6000158735,46799,보고무역,100
2374790,6000159817,46739,아림통상,100
2374801,6000170367,46510,(주) 넥스젠 파트너스,100
2374878,6000096252,33999,태영장갑,100
2374885,6000100704,10219,은진수산,100
2374922,6000022124,13229,디피엘(주),100
2374940,6000065616,13401,(주)제이케이무역,100
2374956,6000033629,14300,"인수시주의요망, 검찰수사중인 업체 (주)온누리에스엠",100
2375046,3100117830,30310,대경기업,100
2375054,3100117609,33999,(주)인트로셀,100
2375094,3100118372,26310,(주)엔탑씨엔씨,100
2375108,3100117801,13221,용원섬유,100
2375115,3100117600,46105,PRIME MED INTERNATIONAL,100
2375151,3100118334,46105,에이스로지스틱(주),100
2375152,3100118109,46539,(주)케이엠중장비,100
2375179,3100118075,14199,(주)에스앤영,100
2375182,3100117865,13221,주식회사에스텍스,100
2375203,3100118140,15110,(주)유나,100
2375214,3100118185,26511,(주)우성엔터프라이즈,100
2375215,3100118186,29271,에스아이엠,100
2375248,6000141237,28121,(주)에스에이치이,100
2375257,6000136244,28909,주식회사 현대하이텍,100
2375261,6000112208,28909,알프스코리아(주),100
2375267,6000128195,14199,미디어밸류(주),100
2375281,6000119294,13221,(주)사보레코리아,100
2375331,6000138786,46611,(주)티디엠코리아,100
2375372,6000144162,14199,투잉 주식회사,100
2375387,6000125298,26299,(주)우주엘텍,100
2375402,6000148394,14199,제노,100
2375432,6000139300,29171,(주)이데아벡스,100
2375433,6000139303,41210,삼성홈이엔씨(주),100
2375435,6000145598,46800,(주)오씨엘솔루션,100
2375436,6000145966,26120,(주)위즈덤세미컨덕터,100
2375465,6000146080,29150,(주)한양랜드마스,100
2375525,6000119811,13221,디아이엘티디,100
2375578,6000169250,11111,문광주조,100
2375598,6000152761,46711,아명무역,100
2375615,6000171819,46800,(주)스페스트랜,100
2375661,6000174927,46105,아이블테크놀로지(주),100
2375690,6000158135,15129,해양통산(주),100
2375712,6000176764,46411,(주)초정아크,100
2375713,6000176765,13221,유성글로벌,100
2375900,6000160401,13221,네스티비,100
2375901,6000160408,46539,(주)지티씨코퍼레이션,100
2375926,6000156235,14199,(주)동방피앤디,100
2375933,6000158803,46799,청솔무역,100
2376028,6000160191,90231,오수관촌농업협동조합,100
2376033,6000158797,26410,(주)엠디플렉스,100
2376144,6000158022,46411,(주)아트라스패션,100
2376180,6000160550,58211,엘비에이치일렉트닉스코리아,100
2376235,6000183276,46611,코스톤,100
2376311,6000010153,29119,케이테크놀로지 주식회사,100
2376455,6000096237,14191,한샘물산,100
2376468,3100117389,29150,(주)터보링크,100
2376469,3100117390,46800,(주)남선지티엘,100
2376489,3100117937,46311,일출봉제주청정광어영어조합법인,100
2376490,3100117938,10712,주식회사진풍식품,100
2376503,3100117999,14199,(주)성원무역,100
2376514,3100118385,27111,파워텔레콤(주),100
2376516,3100118387,13221,(주)삼성피버랜드,100
2376517,3100118201,26120,(주)제이앤에스시스템,100
2376530,3100118258,26299,케이에스피(주),100
2376540,3100117637,10799,주식회사 지엠에프,100
2376542,3100117409,30310,(주)글로벌동림,100
2376547,3100117678,46105,(주)오투인,100
2376596,3100118226,26299,(주)삼영테크놀로지,100
2376600,3100117654,29119,(주)제닉스오토메이션,100
2376602,3100117656,13221,(주)에니아텍스,100
2376626,3100118228,10712,농업회사법인 (주)모아,100
2376638,3100118290,13221,(주)부러더코리아픽쳐,100
2376639,3100118291,38302,(주)창명,100
2376687,6000117241,47411,주) 나현텍스타일,100
2376700,6000117224,26511,(주)디지아나인터내셔날,100
2376752,6000144163,18111,(주)갑우문화사,100
2376819,6000115676,46799,이레에스티,100
2376820,6000115687,23211,주식회사케이엠커뮤니케이션,100
2376823,6000125181,45120,(주)케이제이씨 에너드림,100
2376930,6000123759,30310,(주)캔택,100
2376934,6000132291,46800,(주)디더블유티씨,100
2377000,6000154263,47411,(주)호암물산,100
2377066,6000157177,46721,나이스개발(주),100
2377108,6000152366,28121,안성공업(주),100
2377110,6000152515,27310,(주)아람아이웨어,100
2377112,6000152527,33999,(주)이담이엔씨,100
2377121,6000160410,13221,주식회사 온앤업,100
2377175,6000152634,46799,제이드피앤디산업(주),100
2377272,6000169557,46621,피엠지무역(주),100
2377297,6000173757,26299,애니텍,100
2377320,6000160540,33999,꿈이있는세상주식회사,100
2377392,6000173624,13221,주식회사 루이인터내셔날,100
2377406,6000162913,1110,황토배기 채소 영농조합,100
2377420,6000152474,26299,(주)유월드테크,100
2377513,6000152657,46311,우리영농조합법인,100
2377597,6000202189,14199,(주)인우티엔에프,100
2377810,6000018100,59111,주식회사 오션필름,100
2377881,6000098688,33301,(주)엑스퍼트,100
2377888,6000101214,46800,동서상사,100
2377904,3100117493,13213,(주)블루텍스타일,100
2377916,3100116103,27191,(주)에스덴티,100
2377918,3100116105,13401,구성나염(주),100
2377930,3100117353,46105,(주)제이엠켐,100
2377976,3100117736,28201,(주)에스에너지,100
2377993,3100117958,13229,(주)참죤에이엔피,100
2378003,3100118018,41111,(주)유아산업,100
2378008,3100118260,46105,솔텍필름 주식회사,100
2378022,3100117469,13221,웰첨월드(주),100
2378028,3100117477,29120,(주)그린공조,100
2378040,3100117758,46800,(주)세훈,100
2378074,3100115362,22250,(주)매직세이브코리아,100
2378075,3100115363,13310,(주)동방아트홈,100
2378116,6000117222,46510,주식회사 동인티앤씨인터내셔널,100
2378142,6000149105,26120,(주)밴스테크,100
2378161,6000108275,26120,코세미주식회사,100
2378281,6000115674,30310,(주)오리엔트,100
2378331,6000142624,30310,우신정밀공업(주),100
2378359,6000140882,26299,(주)아모시스,100
2378388,6000143396,14191,(주)블루스카이스타,100
2378407,6000153333,46799,G SEVEN,100
2378576,6000162315,18111,광명피앤피(주),100
2378644,6000155751,46105,빈프로덕션,100
2378708,6000169425,15129,(주)트렌즈비,100
2378753,6000151079,46105,오버시즈 코리아,100
2378859,6000173589,26299,(주)위컴즈,100
2378922,6000189685,22211,(주)부국화학,100
2378925,6000185083,26410,(주)해창시스템,100
2379161,6000092692,24211,(주)우양,100
2379248,6000009115,20499,신한케미칼시스템,100
2379299,6000044238,10791,(주)페이진 바이오텍,100
2379322,6000102711,46311,삼성종합수출농업법인 주식회사,100
2379357,3100115429,13221,(주)베니스에프엔씨,100
2379385,3100115568,30310,(주)청우금속,100
2379409,3100116139,41210,옥산기공 주식회사,100
2379416,3100116146,45211,(주)풍성상사,100
2379425,3100115892,24191,진성철강(주),100
2379436,3100115526,29119,(주)동양산기,100
2379443,3100115280,28511,세기산업,100
2379466,3100115631,26299,(주)대영콘덕터,100
2379486,3100115909,20501,(주)에스제이티,100
2379529,6000179711,46739,한국큐웨이트오일(주),100
2379606,6000222075,30310,신화이에스씨(주),100
2379612,6000209063,28121,(주)세이전자,100
2379646,6000206983,29119,글로벌파워(주),100
2379740,6000198489,26120,모아컴코리아주식회사,100
2379826,6000125296,26410,지알텔레콤(주),100
2379878,6000217576,46800,(주)이스턴웨이브,100
2379943,6000244541,46799,(주)프리오션,100
2379956,6000222600,13229,텍스플러스,100
2380141,6000250548,22250,창조정공,100
2380147,6000256135,28302,대림전선(주),100
2380256,6000239038,26120,(주)지테크놀로지,100
2380277,6000243156,14199,텍스원어패럴,100
2380282,6000236521,10799,삼해야마코(주),100
2380440,6000237974,24221,리스엠엔씨(주),100
2380586,6000178780,20499,(주)경산유화,100
2380657,6000196491,46105,(주)센트럴허브,100
2380802,6000202952,46411,동경통상,100
2380816,6000198497,46799,메이플세미컨덕터(주),100
2380934,6000202273,13229,성보어패럴(주),100
2380993,6000205983,33301,제이와이피글로벌 주식회사,100
2381007,6000206559,46800,(주)대명비앤에프,100
2381042,6000224511,13221,(주)텍스꼬레,100
2381084,6000227721,26299,일양산업,100
2381519,6000232049,26310,(주)큐컴,100
2381564,6000244109,10712,굿프렌드,100
2381680,6000253754,14199,주식회사 엔피기업,100
2381897,6000241869,15211,신명산업사,100
2381943,6000195516,33999,하나산업,100
2382168,6000188738,26511,(주)휴맥스,100
2382186,6000195976,26120,(주)딘스,100
2382721,6000249847,29269,주식회사 가우무역,100
2382744,6000233245,46105,다인 (마운틴골드),100
2382790,6000234730,27310,아이디,100
2382831,6000246417,30310,(주)비케이월드텍,100
2382920,6000243122,20433,(주)닥터팜제약,100
2383078,6000247418,46411,제이시코,100
2383156,6000245674,26120,(주)링크라인아이엔씨,100
2383167,6000246389,45120,스타무역,100
2383416,6000177278,13401,(주)안심염직,100
2383514,6000196017,14300,(주)코즈텍에프에스,100
2383615,6000192327,46105,프로에스피트레이딩,100
2383694,6000187820,22250,산수(주),100
2383840,6000224172,29250,(주)신유에프에스,100
2383888,6000129176,13229,(주)성은교역,100
2383948,6000221680,25921,삼원테크,100
2384124,6000246898,13229,(주)투월드트레이딩,100
2384132,6000239513,46611,(주)레아통상,100
2384294,6000200829,13221,주식회사 서우에이스,100
2384433,6000254050,22111,(주)동광엔지니어링,100
2384531,6000263725,13221,주식회사 씨앤티엑스,100
2384688,6000203484,10219,선양,100
2384692,6000203488,30310,디온리브레이크(주),100
2384768,6000203406,24221,주식회사지앤지,100
2384770,6000203556,46321,연운교역,100
2384772,6000191434,46411,(주)아이케이엘텍스타일,100
2384909,6000184783,45120,하나,100
2384935,6000195517,46800,와우무역,100
2385129,6000227526,24221,두양경금속공업(주),100
2385282,6000222490,24121,주식회사동환스틸,100
2385319,6000232047,46461,(주)와이투엠테크,100
2385320,6000232048,46539,건영물산,100
2385335,6000233514,28422,(주)텔코아시스템,100
2385369,6000239900,20433,(주)피에스포유,100
2385475,6000243055,26310,(주)테이크텍,100
2385496,6000245436,45110,디에스인터내셔널,100
2385608,6000245725,10712,제일 데코레이션,100
2385610,6000246384,46311,(주)해마루,100
2385659,6000249389,26310,에스알세미콘(주),100
2385771,6000181898,46739,(주)제이켐코리아,100
2385862,6000262433,26299,알티전자주식회사,100
2386220,6000185426,13229,송설텍스,100
2386279,6000182250,22231,유엠케미칼,100
2386389,6000182756,46431,엘피코포레이션(주),100
2386398,6000185317,46311,평택과수농업협동조합,100
2386790,6000098684,26410,(주)이지넥스,100
2386914,6000248205,24111,대한중공업(주),100
2386930,6000233227,26410,(주)자누스코리아,100
2387040,6000250875,13229,주식회사 일수무역,100
2387081,6000257062,24191,대영코너비드(주),100
2387360,6000268716,13229,(주)나드텍스타일,100
2387419,6000196692,26120,(주)휴엔텍,100
2387525,6000184001,13221,(주) 태영어패럴,100
2387650,6000191538,31201,지엔씨중공업(주),100
2387672,6000181992,26410,(주)엔바이오시스,100
2387788,6000180225,15129,(주)두성산업,100
2388014,6000150349,26120,(주)뷰플러스테크,100
2388097,6000133305,25122,삼협기공(주),100
2388133,6000239373,46800,(주)씨엠,100
2388207,6000233993,71310,(주)에드알스,100
2388475,6000182305,13999,(주)제이패션모드,100
2388540,6000176334,46800,(주)프룻테리아,100
2388608,6000273047,10791,덕산비앤에프주식회사,100
2388732,6000276077,26120,(주)인텔로직,100
2388937,6000189701,58211,(주)아트텍소프,100
2389007,6000191255,18111,예일인쇄,100
2389068,6000200971,28302,씨티케이블주식회사,100
2389173,6000187284,13221,승우싸이징,100
2389217,6000202252,33999,(주)엔비케이씨엔에이,100
2389675,6000254138,10712,광천솔뫼식품,100
2389788,6000232076,29119,부광하이메탈(주),100
2389997,6000257271,26410,윈아이코리아,100
2390171,6000242889,46539,매트릭스세미컨덕터(주),100
2390183,6000185659,38301,(주)피앤피케미칼,100
2390188,6000203512,41210,범양건영(주),100
2390204,6000189757,24131,(주)디에이치에프,100
2390247,6000184550,46539,신정부품판매 (주),100
2390298,6000203420,46411,우즈백방적주식회사,100
2390307,6000203145,46521,(주)퓨어에어,100
2390356,6000184243,13221,스타텍스주식회사,100
2390460,6000195030,31201,(주)소명,100
2390480,6000180892,46441,(주)샌더스,100
2390523,6000180224,46321,해인수산,100
2390526,6000180324,90121,(주)예감,100
2390548,6000181253,46739,(주)우노켐코퍼레이션,100
2390641,6000150429,45120,대선엔터프라이즈,100
2390677,6000205642,20301,주식회사 디에스지,100
2390692,6000224188,22211,삼한기업,100
2391116,6000244599,27112,(주)보템,100
2391233,6000238481,13221,(주)은솔텍스타일,100
2391299,6000158159,22211,(주)나라,100
2391337,6000151086,13229,성원코퍼레이션,100
2391614,6000182778,38301,(주)구로재생무역,100
2391778,6000183900,14191,(주)브이케이트레이드,100
2391871,6000185887,46800,일호수산,100
2391944,6000189661,29161,에스엠중공업주식회사,100
2392137,6000230167,17210,아세아피앤지(주),100
2392292,6000253028,29241,(주)에이치이테크,100
2392296,6000244326,13229,(주)지에이치아이,100
2392352,6000241508,46800,주식회사 이엘티엔에스,100
2392361,6000157272,13229,(주)다국교역{구 (주)용천지통상},100
2392415,6000149497,26299,(주)상아텍,100
2392443,6000244394,46411,성유무역,100
2392517,6000152356,10712,남도명가김치,100
2392642,6000275976,26310,주식회사 지엔에스,100
2392966,6000185016,46721,(주)씨엠,100
2393038,6000205992,46105,(주) 두루웰,100
2393264,6000185878,46800,아도니아,100
2393313,3100116644,32029,주식회사 이노퍼니,100
2393354,6000201963,46799,기선무역,100
2393363,6000223740,46105,아람씨엔에스,100
2393632,6000245588,20433,(주)서울바이오,100
2393649,6000252679,22250,코저스(주),100
2393717,6000242872,30310,(주)에이에스에이 전주공장,100
2393821,6000243582,13229,효성섬유,100
2393832,6000237998,10712,(주)성근식품,100
2393883,6000260948,59120,(주)필립커뮤니케이션,100
2393897,6000261541,30310,필합산업,100
2394249,6000257034,46739,디에이치켐(주),100
2394509,6000191778,46201,(주)푸룻뱅크,100
2394593,6000192235,46800,주식회사 테크닉스월드,100
2394645,6000179786,15129,청목코포레이션,100
2394695,6000188284,46411,동남섬유,100
2394769,6000206592,13999,주식회사범진케이제이글로벌,100
2394863,6000224171,28111,성지인프라하이테크(주),100
2394885,6000146653,26120,(주)에이블칩스,100
2394944,6000233428,28410,(주) 엘티엘,100
2394955,6000217237,26120,(주)루멘스,100
2395000,6000160568,46411,CH international,100
2395294,6000259546,11111,솔래원,100
2395296,6000260475,26410,티비텔레콤(주),100
2395408,6000256511,14191,(주)제이피유,100
2395450,6000257659,28302,주식회사서보,100
2395674,6000189579,46539,에이치씨이에스(주),100
2395773,6000202335,30310,(주)킹텍,100
2395928,6000193857,46510,주식회사 티피엠아이,100
2396021,6000196582,24211,(주)엔피코,100
2396022,6000196683,26410,지엠전자,100
2396281,6000206940,33999,호성기업(주),100
2396554,6000274772,46311,씨엔유바이오식품사업부,100
2396933,6000257183,13229,(주)피엔피 쏘씽,100
2397238,6000181896,46800,고려통상,100
2397310,6000201508,29119,(주)삼영시스템,100
2397346,6000190787,58211,(주)니트로젠,100
2397378,6000174272,14199,(주)와이에스어패럴,100
2397382,6000185559,33999,(주)거양,100
2397387,6000190330,59120,(주)케이본,100
2397421,6000184431,23211,화이트스파(주),100
2397567,6000225704,28410,한별전자,100
2397746,6000234787,26120,(주)원창테크,100
2397789,6000242823,13221,(주)스타일뱅코,100
2397846,6000244774,46800,(주)맥스라이더,100
2398349,6000241888,26120,(주)디페트엠,100
2398423,6000266642,20501,우진섬유,100
2398462,6000204105,46321,해성무역상사,100
2398604,6000191425,33999,혜정농원영농조합법인,100
2398987,6000227684,46800,(주)모아인터내셔널테크,100
2399074,6000227536,14199,(주)지환무역,100
2399075,6000227544,26120,주식회사 바우전자,100
2399111,6000239275,30310,(주)엑시언,100
2399137,6000250519,58211,아쿠아리우스엔터테인먼트,100
2399380,6000243743,46800,(주)그린메디칼서플라이,100
2399536,6000185676,46521,슈프림테크인터네셔날,100
2399569,6000259575,26120,(주)디네트웍스,100
2399832,6000191433,46739,에이치엔플라텍,100
2399906,6000203001,28302,(주)대영배선,100
2400075,6000193311,13999,(주)에스오에이테크,100
2400332,6000225711,22211,주식회사 유뎀,100
2400347,6000224464,46800,(주)아스크텍,100
2400402,6000241403,26120,(주)수인프린텍,100
2400476,6000217527,24211,(주)윤건메탈,100
2400520,6000244092,26310,주식회사 휴브릭스,100
2400552,3100115949,28422,디지털사인,100
2400962,6000257676,24211,(주)에이스메탈,100
2401016,6000260946,46799,NOZZLE&FLANGE,100
2401040,6000260923,46799,제주광어주식회사,100
2401106,6000271727,26299,(주)케이티이,100
2401124,6000260942,25911,(주)제이앤에스리프레쉬,100
2401133,6000272910,46800,하나로무역,100
2401272,6000186710,29119,Bason Machinery & Overseas Co,100
2401311,6000197485,59111,동이문화전문 유한회사,100
2401331,6000203015,46799,KOPA Marine ServicesCo,100
2401369,6000181968,29230,무송주식회사,100
2401387,6000201501,29271,(주)롤스,100
2401423,6000184732,46311,OK 물산주식회사,100
2401451,6000183242,29210,동창기계(주),100
2404069,6000130752,46800,신흥텍스타일,100
2406237,3100001889,17210,(주)에스투,100
2406246,3100002646,26299,엘지이노텍(주),100
2406274,3100000014,46800,(주)지에스글로벌,100
2407035,6000064150,38301,세중자원,100
2410005,3100001735,33999,엘에스산전(주),100
2410007,3100001754,46411,(주)대희상사,100
2410015,3100003980,26410,제트로전자(주),100
2410037,3100004556,26299,일진머티리얼즈(주),100
2410057,3100000404,46105,코오롱글로벌(주) 상사부문,100
2410058,3100000411,41210,극동건설(주),100
2410059,3100000430,46799,(주)대우인터내셔널,100
2410062,3100001466,25111,성문전자(주),100
2410067,3100004052,30310,S&T중공업(주),100
2410082,3100001351,10799,대상(주),100
2410115,3100004993,46799,(주)다우밸브,100
2410120,3100002103,46800,엠케이인터내셔널상사,100
2410139,3100005721,24121,(주)청우제강,100
2410145,3100006442,46800,(주)케이에이엠인터내셔날,100
2410163,3100004336,46510,(주)제다,100
2410167,3100004359,27216,부광산업(주),100
2410175,3100004482,46800,(주)청구양행,100
2410898,6000068361,20421,에이피씨,100
2411194,3100005470,26120,주식회사 효성테크노,100
2411221,3100008310,29210,(주)대원지에스아이,100
2411230,3100007783,26511,(주)부일전기,100
2411235,3100008474,13229,대광모드(자),100
2411240,3100005626,17121,(주)크린앤사이언스,100
2411260,3100002808,20499,삼영화학공업(주),100
2411268,3100000601,31111,두산인프라코어(주),100
2413866,6000066169,26120,(주)휴먼씨큐리티,100
2414175,6000068638,46799,서흥철강 주식회사,100
2414977,3100001931,17110,(주)서울그리팅스,100
2414993,3100002874,13229,(주)신한교역,100
2415019,3100004816,31111,(주)세광조선,100
2415076,3100005952,33999,롯데알미늄(주),100
2415091,3100005827,29241,(주)에버다임,100
2415098,3100005973,31920,S&T모터스 주식회사,100
2415102,3100005983,45211,고려부품(주),100
2416099,3100004716,45211,(주)가빈,100
2416104,3100008936,23911,(주)서진트레이딩,100
2416110,3100008439,20111,한국엔지니어링플라스틱(주),100
2416112,3100008446,25911,부일머트리얼공업(주),100
2416140,3100009205,28511,(주)댐코,100
2416150,3100007635,46105,(주)한미,100
2416154,3100007069,28520,(주)경동나비엔,100
2416175,3100008028,33301,(주)에이펙스,100
2416183,3100000744,10712,신영상사,100
2416208,3100003748,26120,삼성에스디아이(주),100
2416212,3100003774,46539,(주)선진상사,100
2416232,3100006452,46105,(주)형제인터내셔널,100
2416242,3100003624,46800,(주)한화,100
2416243,3100004483,33110,희성금속(주),100
2416248,3100004642,25931,아큐테크(주),100
2416249,3100004646,14199,(주)이레엘앤씨,100
2418951,3100003024,46800,(주)경남무역,100
2418953,3100003054,22111,넥센타이어(주),100
2418973,3100000071,41210,삼성물산(주),100
2418974,3100000073,46800,(주)엘지상사,100
2418979,3100000311,26120,엘지전자(주),100
2418980,3100000346,28302,(주)엘에스,100
2418982,3100000353,31111,현대중공업(주),100
2419006,3100003064,17110,무림페이퍼(주),100
2419013,3100005407,26511,동양전자(주)-유기복,100
2419042,3100007045,33999,(주)단해,100
2419058,3100006190,25941,세금금망(주),100
2419067,3100007757,22111,(주)대호산업,100
2419111,3100003134,25931,신한다이아몬드공업(주),100
2419953,3100003658,46201,(주)NH무역,100
2419962,3100003891,46321,호산물산(주),100
2419963,3100003893,46800,(주)대림코퍼레이션,100
2419974,3100006223,45211,(주)피제이테크,100
2419975,3100006224,10219,우진산업(주),100
2419987,3100004404,24211,(주)풍국,100
2419992,3100003252,46739,(주)케이씨엔에이,100
2420002,3100003392,25931,이화다이아몬드공업(주),100
2420008,3100000148,46800,롯데상사(주),100
2420035,3100007140,26410,(주)글로벌테크,100
2420036,3100007142,25111,신성정밀공업(주),100
2420079,3100002500,20301,(주)정신,100
2420091,3100002736,25991,현대종합금속(주),100
2420101,3100002515,33999,(주)빅플러스씨알이,100
2420110,3100003479,26299,남성사(최상천),100
2420114,3100000251,46799,현대종합상사(주),100
2420119,3100000295,20111,(주)엘지화학,100
2420147,3100000929,22111,동아타이어공업(주),100
2420160,3100001245,26511,(주)두성홀딩스,100
2420168,3100001689,20499,(주)제씨콤,100
2420181,3100001994,17110,한솔제지(주),100
2420201,3100008570,13221,(주)라이징,100
2420206,3100004649,46105,(주)리오인더스트리,100
2420207,3100004764,13221,(주)중산통상,100
2420216,3100006901,33999,유니코산업(주),100
2420221,3100009083,13213,삼양견직공업(주),100
2421008,3100000776,22111,(주)넥센,100
2421011,3100000786,42201,제일E&S(주),100
2421023,3100001322,13221,(주)두베스트,100
2421042,3100001359,27112,삼성메디슨주식회사,100
2421045,3100001658,24121,성산강재(주),100
2421092,3100000562,22111,한국타이어(주),100
2421098,3100000595,26120,삼성전자(주),100
2421111,3100001212,22111,(주)삼익,100
2421114,3100001364,20501,코오롱인더스트리(주),100
2421132,3100001384,26511,(주)대우일렉트로닉스,100
2421133,3100001387,46800,갑을합섬(주),100
2421140,3100002274,46411,(주)지오엔,100
2421141,3100002278,46800,교우통상,100
2421144,3100004893,10219,(주)샘,100
2421147,3100004904,20111,(주)엠엔에프씨,100
2421167,3100002956,28410,행성전자,100
2421170,3100004918,26120,재영솔루텍(주),100
2421914,6000257068,45120,두리무역,100
2421924,6000309010,10799,(주)세일,100
2422001,6000362135,13229,(주)세원니트,100
2422061,6000144007,46721,(주)만호금속,100
2422113,6000144900,46739,지비엘물산(주),100
2423898,6000359202,46105,(주)이에이에스코리아,100
2424061,6000157141,46105,성진유통,100
2425011,6000119197,30310,(주)대일하이텍,100
2425730,3100105364,13229,(주)씨와이인터내셔날,100
2425745,6000160503,27310,주식회사 신화인터내셔날,100
2425905,3100106003,20421,무림켐텍(주),100
2425923,3100109480,46800,캠프로(주){구 캠프로인터내셔널(주)},100
2425930,3100117516,59130,씨제이엔터테인먼트(주),100
2427551,6000314309,29199,(주)동남중공업,100
2427593,6000281174,47311,현대컴퓨터(주),100
2427766,6000184307,46800,영서 KL trading,100
2427778,6000187258,29210,(주)디비,100
2427791,6000359067,46800,(유)공동체나눔환경,100
2427836,6000141946,22221,(주)뉴스틸,100
2427856,6000012121,22240,(주)세일스타,100
2429377,6000141905,13229,(주)제이제이텍스타일,100
2429535,6000292122,26310,(주)나노솔루션,100
2429608,6000341868,33999,(주)제이와이요트,100
2431208,6000317285,46411,선무역,100
2431483,6000189969,26299,(주)에온웨이브,100
2431666,3100113521,29119,(주)성우카트론,100
2431719,6000142539,46461,지에이인터내셔날,100
2433069,3100009822,29180,(주)백산오피씨,100
2433074,3100112056,29221,명진기계(주),100
2433078,3100105433,33999,이비디앤씨(주),100
2433482,6000360134,46105,코씨스푸드(주),100
2433588,3100115439,26310,(주)한국액센,100
2435110,6000124185,26299,씨씨테크,100
2435270,6000197024,26299,(주)인디랩,100
2436919,6000325743,13221,거명섬유(주),100
2437158,6000324006,30310,(주)씨에이원,100
2437269,6000362262,46105,해마수산영어조합법인,100
2437270,6000362264,26120,(주)맥케이,100
2437301,6000357957,61210,앨텍,100
2437332,6000266383,26511,신기음향주식회사,100
2437371,6000341901,46799,푸른목재(주),100
